Company	Product	metric_type	units	freq	metric_value	metric_key
Aptalis Holdings	Urso	product_sales	usd_mm	YEAR	13.600	2012-12-31
Actavis	Anturol	product_sales	usd_mm	YEAR	13.500	2012-12-31
Hi-Tech Pharmacal	Dorzolamide & Timolol Maleate	product_sales	usd_mm	YEAR	13.500	2012-12-31
Novartis	Veregen	product_sales	usd_mm	YEAR	13.478	2012-12-31
Par Pharmaceutical Companies	Omeprazole/ Sodium Bicarbonate	product_sales	usd_mm	YEAR	13.433	2012-12-31
Par Pharmaceutical Companies	Meclizine hydrochloride	product_sales	usd_mm	YEAR	13.433	2012-12-31
Perrigo Company	Butoconazole Nitrate	product_sales	usd_mm	YEAR	13.300	2012-12-31
Mallinckrodt	Gablofen	product_sales	usd_mm	YEAR	13.300	2012-12-31
Medicis Pharmaceutical	Tambocor	product_sales	usd_mm	YEAR	13.235	2012-12-31
Takeda	AnaMantle	product_sales	usd_mm	YEAR	13.204	2012-12-31
Obagi Medical Products	ELASTIderm Decolletage System	product_sales	usd_mm	YEAR	13.163	2012-12-31
Takeda	Pamine	product_sales	usd_mm	YEAR	13.156	2012-12-31
Perrigo Company	Miconazole-7 Cream	product_sales	usd_mm	YEAR	13.100	2012-12-31
Teva Pharmaceutical Industries	Fentanyl Citrate	product_sales	usd_mm	YEAR	13.000	2012-12-31
Actavis	Norco	product_sales	usd_mm	YEAR	13.000	2012-12-31
Actavis	Fiorinal	product_sales	usd_mm	YEAR	13.000	2012-12-31
Hospira	Deferoxamine	product_sales	usd_mm	YEAR	13.000	2012-12-31
GlaxoSmithKline	Zantac	product_sales	usd_mm	YEAR	12.849	2012-12-31
GlaxoSmithKline	Epivir	product_sales	usd_mm	YEAR	12.668	2012-12-31
Purdue Pharma	Ryzolt	product_sales	usd_mm	YEAR	12.601	2012-12-31
Akorn	TheraTears Nutrition	product_sales	usd_mm	YEAR	12.600	2012-12-31
Eisai	Zonegran	product_sales	usd_mm	YEAR	12.581	2012-12-31
Grifols	Koate-DVI	product_sales	usd_mm	YEAR	12.541	2012-12-31
Mylan	Propranolol Hydrochloride	product_sales	usd_mm	YEAR	12.500	2012-12-31
Teva Pharmaceutical Industries	Budesonide (oral)	product_sales	usd_mm	YEAR	12.500	2012-12-31
Pfizer	Dostinex	product_sales	usd_mm	YEAR	12.500	2012-12-31
Ranbaxy Laboratories	Dispermox	product_sales	usd_mm	YEAR	12.493	2012-12-31
Johnson & Johnson	Ditropan XL	product_sales	usd_mm	YEAR	12.417	2012-12-31
Perrigo Company	Clindamycin Phosphate Foam 1%	product_sales	usd_mm	YEAR	12.400	2012-12-31
ISTA Pharmaceuticals	Istalol	product_sales	usd_mm	YEAR	12.380	2012-12-31
Hospira	Demerol	product_sales	usd_mm	YEAR	12.206	2012-12-31
Actavis	Clarithromycin ER	product_sales	usd_mm	YEAR	12.147	2012-12-31
Valeant Pharmaceuticals International	Efudex/Efudix	product_sales	usd_mm	YEAR	12.100	2012-12-31
Daiichi Sankyo	Tarivid Otic/Floxin Otic	product_sales	usd_mm	YEAR	12.097	2012-12-31
Celgene	Pomalyst	product_sales	usd_mm	YEAR	12.000	2012-12-31
Teva Pharmaceutical Industries	Prefest	product_sales	usd_mm	YEAR	12.000	2012-12-31
Teva Pharmaceutical Industries	Mircette/Kariva	product_sales	usd_mm	YEAR	12.000	2012-12-31
Teva Pharmaceutical Industries	Cenestin	product_sales	usd_mm	YEAR	12.000	2012-12-31
Teva Pharmaceutical Industries	Nordette	product_sales	usd_mm	YEAR	12.000	2012-12-31
Actavis	Necon 7/7/7	product_sales	usd_mm	YEAR	12.000	2012-12-31
Pfizer	Zithromax	product_sales	usd_mm	YEAR	12.000	2012-12-31
Par Pharmaceutical Companies	Nateglinide	product_sales	usd_mm	YEAR	12.000	2012-12-31
GlaxoSmithKline	Ziagen	product_sales	usd_mm	YEAR	11.978	2012-12-31
Akorn	Lidocaine Hydrochloride Jelly	product_sales	usd_mm	YEAR	11.900	2012-12-31
Fougera Pharmaceuticals	Adoxa	product_sales	usd_mm	YEAR	11.793	2012-12-31
Lannett Company	Digoxin Tablets	product_sales	usd_mm	YEAR	11.700	2012-12-31
Valeant Pharmaceuticals International	Solodyn	product_sales	usd_mm	YEAR	11.667	2012-12-31
Par Pharmaceutical Companies	Divalproex	product_sales	usd_mm	YEAR	11.535	2012-12-31
Novartis	Lotrel	product_sales	usd_mm	YEAR	11.500	2012-12-31
Valeant Pharmaceuticals International	Lodosyn	product_sales	usd_mm	YEAR	11.500	2012-12-31
Valeant Pharmaceuticals International	Grifulvin V	product_sales	usd_mm	YEAR	11.400	2012-12-31
Valeant Pharmaceuticals International	Xerese	product_sales	usd_mm	YEAR	11.200	2012-12-31
Actavis	Mixed Amphetamine Salts XR	product_sales	usd_mm	YEAR	11.010	2012-12-31
Ranbaxy Laboratories	Cefpodoxime Proxetil	product_sales	usd_mm	YEAR	11.001	2012-12-31
Teva Pharmaceutical Industries	Lessina	product_sales	usd_mm	YEAR	11.000	2012-12-31
Hospira	Irinotecan	product_sales	usd_mm	YEAR	11.000	2012-12-31
Horizon Pharma	Duexis	product_sales	usd_mm	YEAR	11.000	2012-12-31
Par Pharmaceutical Companies	Megestrol Acetate Oral Susp.	product_sales	usd_mm	YEAR	10.983	2012-12-31
Sigma-Tau Group	VSL#3	product_sales	usd_mm	YEAR	10.915	2012-12-31
Mylan	Nifedipine CC	product_sales	usd_mm	YEAR	10.800	2012-12-31
Valeant Pharmaceuticals International	Ertaczo	product_sales	usd_mm	YEAR	10.750	2012-12-31
Valeant Pharmaceuticals International	Renova	product_sales	usd_mm	YEAR	10.750	2012-12-31
Lupin	Amlodipine Besylate & Benazepril Hydrochloride	product_sales	usd_mm	YEAR	10.625	2012-12-31
Somaxon Pharmaceuticals	Silenor	product_sales	usd_mm	YEAR	10.350	2012-12-31
Valeant Pharmaceuticals International	Macugen	product_sales	usd_mm	YEAR	10.300	2012-12-31
Perrigo Company	Ibuprofen PM	product_sales	usd_mm	YEAR	10.300	2012-12-31
Novartis	Bufferin	product_sales	usd_mm	YEAR	10.290	2012-12-31
Teva Pharmaceutical Industries	Ropinirole	product_sales	usd_mm	YEAR	10.258	2012-12-31
Lumara Health	Makena	product_sales	usd_mm	YEAR	10.164	2012-12-31
Teva Pharmaceutical Industries	Alendronate	product_sales	usd_mm	YEAR	10.120	2012-12-31
Bayer	Angeliq	product_sales	usd_mm	YEAR	10.000	2012-12-31
Forest Laboratories	Infasurf	product_sales	usd_mm	YEAR	10.000	2012-12-31
Forest Laboratories	Theochron	product_sales	usd_mm	YEAR	10.000	2012-12-31
Mylan	Albuterol	product_sales	usd_mm	YEAR	10.000	2012-12-31
Mylan	Atenolol	product_sales	usd_mm	YEAR	10.000	2012-12-31
Mylan	Clozapine	product_sales	usd_mm	YEAR	10.000	2012-12-31
Mylan	Lisinopril	product_sales	usd_mm	YEAR	10.000	2012-12-31
Mylan	Tamoxifen Citrate	product_sales	usd_mm	YEAR	10.000	2012-12-31
Mylan	AccuNeb	product_sales	usd_mm	YEAR	10.000	2012-12-31
Teva Pharmaceutical Industries	Cryselle	product_sales	usd_mm	YEAR	10.000	2012-12-31
Teva Pharmaceutical Industries	Enpresse	product_sales	usd_mm	YEAR	10.000	2012-12-31
AstraZeneca	Tenormin	product_sales	usd_mm	YEAR	10.000	2012-12-31
Actavis	BACC	product_sales	usd_mm	YEAR	10.000	2012-12-31
Actavis	Condylox	product_sales	usd_mm	YEAR	10.000	2012-12-31
Actavis	Cordran	product_sales	usd_mm	YEAR	10.000	2012-12-31
Actavis	Tri-Norinyl	product_sales	usd_mm	YEAR	10.000	2012-12-31
Actavis	Tramadol	product_sales	usd_mm	YEAR	10.000	2012-12-31
Actavis	Cefuroxime Axetil	product_sales	usd_mm	YEAR	10.000	2012-12-31
Actavis	Nitrofurantoin	product_sales	usd_mm	YEAR	10.000	2012-12-31
Actavis	Reclipsen	product_sales	usd_mm	YEAR	10.000	2012-12-31
Actavis	Vestura	product_sales	usd_mm	YEAR	10.000	2012-12-31
Pfizer	Oxecta	product_sales	usd_mm	YEAR	10.000	2012-12-31
IMPAX Laboratories	Minocycline Hydrochloride ER	product_sales	usd_mm	YEAR	10.000	2012-12-31
Hospira	Fluconazole	product_sales	usd_mm	YEAR	10.000	2012-12-31
Depomed	Zipsor	product_sales	usd_mm	YEAR	9.835	2012-12-31
Sigma-Tau Group	Carnitor	product_sales	usd_mm	YEAR	9.781	2012-12-31
Intercell	Ixiaro	product_sales	usd_mm	YEAR	9.772	2012-12-31
Astellas Pharma	Vaprisol	product_sales	usd_mm	YEAR	9.678	2012-12-31
Actavis	Levetiracetam	product_sales	usd_mm	YEAR	9.678	2012-12-31
Pfizer	Menest	product_sales	usd_mm	YEAR	9.653	2012-12-31
Acorda Therapeutics	Zanaflex (capsules)	product_sales	usd_mm	YEAR	9.600	2012-12-31
Recordati	Carbaglu	product_sales	usd_mm	YEAR	9.515	2012-12-31
GlaxoSmithKline	Cervarix	product_sales	usd_mm	YEAR	9.501	2012-12-31
GlaxoSmithKline	Hycamtin	product_sales	usd_mm	YEAR	9.501	2012-12-31
GlaxoSmithKline	Relenza	product_sales	usd_mm	YEAR	9.501	2012-12-31
Meda	Dymista	product_sales	usd_mm	YEAR	9.455	2012-12-31
Medicis Pharmaceutical	MetroGel-Vaginal	product_sales	usd_mm	YEAR	9.454	2012-12-31
Cumberland Pharmaceuticals	Kristalose	product_sales	usd_mm	YEAR	9.430	2012-12-31
Valeant Pharmaceuticals International	Vasotec	product_sales	usd_mm	YEAR	9.400	2012-12-31
Teva Pharmaceutical Industries	Seasonique	product_sales	usd_mm	YEAR	9.378	2012-12-31
AstraZeneca	Ethyol	product_sales	usd_mm	YEAR	9.311	2012-12-31
Novartis	Adoxa	product_sales	usd_mm	YEAR	9.307	2012-12-31
IMPAX Laboratories	Bupropion XL	product_sales	usd_mm	YEAR	9.250	2012-12-31
Mylan	Triamterene/HCTZ	product_sales	usd_mm	YEAR	9.200	2012-12-31
Mylan	Lisinopril & HCTZ	product_sales	usd_mm	YEAR	9.200	2012-12-31
QLT	Visudyne	product_sales	usd_mm	YEAR	9.105	2012-12-31
Fougera Pharmaceuticals	Keralac	product_sales	usd_mm	YEAR	9.045	2012-12-31
Sanofi	Aubagio	product_sales	usd_mm	YEAR	9.001	2012-12-31
Johnson & Johnson	Vivotif/Vivotif L	product_sales	usd_mm	YEAR	9.000	2012-12-31
Bristol-Myers Squibb	Nulojix	product_sales	usd_mm	YEAR	9.000	2012-12-31
Forest Laboratories	Lorcet	product_sales	usd_mm	YEAR	9.000	2012-12-31
Teva Pharmaceutical Industries	Portia	product_sales	usd_mm	YEAR	9.000	2012-12-31
Actavis	Azurette	product_sales	usd_mm	YEAR	9.000	2012-12-31
Par Pharmaceutical Companies	Methimazole	product_sales	usd_mm	YEAR	9.000	2012-12-31
Par Pharmaceutical Companies	Cabergoline	product_sales	usd_mm	YEAR	9.000	2012-12-31
Hospira	Tazicef	product_sales	usd_mm	YEAR	9.000	2012-12-31
Hospira	Clindamycin Phosphate	product_sales	usd_mm	YEAR	9.000	2012-12-31
GlaxoSmithKline	Zofran	product_sales	usd_mm	YEAR	8.973	2012-12-31
Mylan	Amlodipine	product_sales	usd_mm	YEAR	8.900	2012-12-31
Par Pharmaceutical Companies	Amlodipine & Benazepril	product_sales	usd_mm	YEAR	8.896	2012-12-31
Pfizer	Elelyso	product_sales	usd_mm	YEAR	8.860	2012-12-31
Dr. Reddy's Laboratories	Ondansetron	product_sales	usd_mm	YEAR	8.836	2012-12-31
Mylan	Nisoldipine ER	product_sales	usd_mm	YEAR	8.805	2012-12-31
Sagent Pharmaceuticals	Azithromycin	product_sales	usd_mm	YEAR	8.800	2012-12-31
Sigma-Tau Group	DepoCyt	product_sales	usd_mm	YEAR	8.789	2012-12-31
Insys Therapeutics	Subsys	product_sales	usd_mm	YEAR	8.600	2012-12-31
Warner Chilcott	Ovcon/Femcon	product_sales	usd_mm	YEAR	8.594	2012-12-31
Actavis	Ella	product_sales	usd_mm	YEAR	8.500	2012-12-31
Lumara Health	Evamist	product_sales	usd_mm	YEAR	8.481	2012-12-31
Perrigo Company	Levocetirizine Dihydrochloride	product_sales	usd_mm	YEAR	8.443	2012-12-31
Actavis	Dostinex	product_sales	usd_mm	YEAR	8.400	2012-12-31
Teva Pharmaceutical Industries	Minocycline	product_sales	usd_mm	YEAR	8.260	2012-12-31
Bausch + Lomb	Vitrase	product_sales	usd_mm	YEAR	8.223	2012-12-31
Mylan	Diltiazem Hydrochloride ER	product_sales	usd_mm	YEAR	8.213	2012-12-31
Mylan	Divalproex Sodium	product_sales	usd_mm	YEAR	8.075	2012-12-31
Mylan	DuoNeb	product_sales	usd_mm	YEAR	8.000	2012-12-31
Teva Pharmaceutical Industries	Diazepam	product_sales	usd_mm	YEAR	8.000	2012-12-31
Teva Pharmaceutical Industries	Velivet	product_sales	usd_mm	YEAR	8.000	2012-12-31
Teva Pharmaceutical Industries	Diazepam rectal gel	product_sales	usd_mm	YEAR	8.000	2012-12-31
Actavis	MonoNessa	product_sales	usd_mm	YEAR	8.000	2012-12-31
Valeant Pharmaceuticals International	Visudyne	product_sales	usd_mm	YEAR	8.000	2012-12-31
IMPAX Laboratories	Bupropion SR	product_sales	usd_mm	YEAR	8.000	2012-12-31
Warner Chilcott	Sarafem	product_sales	usd_mm	YEAR	8.000	2012-12-31
Hospira	Ondansetron	product_sales	usd_mm	YEAR	8.000	2012-12-31
Sigma-Tau Group	Matulane/Natulan	product_sales	usd_mm	YEAR	7.891	2012-12-31
Sagent Pharmaceuticals	Oxaliplatin	product_sales	usd_mm	YEAR	7.800	2012-12-31
Teva Pharmaceutical Industries	Alfuzosin ER	product_sales	usd_mm	YEAR	7.763	2012-12-31
Valeant Pharmaceuticals International	Diastat	product_sales	usd_mm	YEAR	7.700	2012-12-31
Mylan	Desloratadine	product_sales	usd_mm	YEAR	7.614	2012-12-31
Johnson & Johnson	Razadyne	product_sales	usd_mm	YEAR	7.600	2012-12-31
Mylan	Letrozole	product_sales	usd_mm	YEAR	7.562	2012-12-31
Perrigo Company	Bisacodyl	product_sales	usd_mm	YEAR	7.500	2012-12-31
AngioDynamics	Sotradecol	product_sales	usd_mm	YEAR	7.399	2012-12-31
Hisamitsu Pharmaceutical	Stavzor	product_sales	usd_mm	YEAR	7.330	2012-12-31
The Medicines Company	EP-1101	product_sales	usd_mm	YEAR	7.300	2012-12-31
Sagent Pharmaceuticals	Nafcillin	product_sales	usd_mm	YEAR	7.300	2012-12-31
Actavis	Afeditab CR	product_sales	usd_mm	YEAR	7.250	2012-12-31
Actavis	Omeprazole DR	product_sales	usd_mm	YEAR	7.250	2012-12-31
Teva Pharmaceutical Industries	Galantamine ER	product_sales	usd_mm	YEAR	7.191	2012-12-31
Novartis	Keralac	product_sales	usd_mm	YEAR	7.139	2012-12-31
Orexo	Heliprobe System	product_sales	usd_mm	YEAR	7.135	2012-12-31
Mylan	Latanoprost Ophthalmic	product_sales	usd_mm	YEAR	7.104	2012-12-31
Santarus	Fenoglide	product_sales	usd_mm	YEAR	7.100	2012-12-31
Obagi Medical Products	CLENZIderm M.D.	product_sales	usd_mm	YEAR	7.075	2012-12-31
Actavis	Galantamine	product_sales	usd_mm	YEAR	7.046	2012-12-31
Teva Pharmaceutical Industries	Trexall	product_sales	usd_mm	YEAR	7.000	2012-12-31
Teva Pharmaceutical Industries	Tolterodine Tartrate	product_sales	usd_mm	YEAR	7.000	2012-12-31
Actavis	Jolivette	product_sales	usd_mm	YEAR	7.000	2012-12-31
Actavis	Citalopram	product_sales	usd_mm	YEAR	7.000	2012-12-31
Valeant Pharmaceuticals International	Lacrisert	product_sales	usd_mm	YEAR	7.000	2012-12-31
Hospira	Lorazepam	product_sales	usd_mm	YEAR	7.000	2012-12-31
Actient Pharmaceuticals	Semprex-D	product_sales	usd_mm	YEAR	7.000	2012-12-31
Insys Therapeutics	Dronabinol	product_sales	usd_mm	YEAR	6.900	2012-12-31
Perrigo Company	Ranitidine Hydrochloride	product_sales	usd_mm	YEAR	6.611	2012-12-31
Pfizer	Neosporin	product_sales	usd_mm	YEAR	6.602	2012-12-31
Hospira	Levofloxacin	product_sales	usd_mm	YEAR	6.538	2012-12-31
GlaxoSmithKline	Horizant	product_sales	usd_mm	YEAR	6.500	2012-12-31
Pernix Therapeutics	Aldex DM	product_sales	usd_mm	YEAR	6.487	2012-12-31
Pernix Therapeutics	Z-Cof 8 DM	product_sales	usd_mm	YEAR	6.413	2012-12-31
Mylan	Minocycline Hydrochloride	product_sales	usd_mm	YEAR	6.379	2012-12-31
Actavis	Trospium chloride XR	product_sales	usd_mm	YEAR	6.364	2012-12-31
GlaxoSmithKline	Requip	product_sales	usd_mm	YEAR	6.334	2012-12-31
Teva Pharmaceutical Industries	Losartan	product_sales	usd_mm	YEAR	6.333	2012-12-31
Valeant Pharmaceuticals International	Mysoline	product_sales	usd_mm	YEAR	6.300	2012-12-31
Pernix Therapeutics	Aldex D	product_sales	usd_mm	YEAR	6.280	2012-12-31
ISTA Pharmaceuticals	Vitrase	product_sales	usd_mm	YEAR	6.277	2012-12-31
Lupin	Cefprozil	product_sales	usd_mm	YEAR	6.253	2012-12-31
Actavis	Tilia	product_sales	usd_mm	YEAR	6.250	2012-12-31
Medicis Pharmaceutical	Aldara	product_sales	usd_mm	YEAR	6.083	2012-12-31
Abbott Laboratories	Mavik	product_sales	usd_mm	YEAR	6.000	2012-12-31
Teva Pharmaceutical Industries	Budeprion XL	product_sales	usd_mm	YEAR	6.000	2012-12-31
Actavis	Metformin XR	product_sales	usd_mm	YEAR	6.000	2012-12-31
Pfizer	Xeljanz	product_sales	usd_mm	YEAR	6.000	2012-12-31
Par Pharmaceutical Companies	Fluoxetine	product_sales	usd_mm	YEAR	5.907	2012-12-31
Valeant Pharmaceuticals International	Bedoyecta	product_sales	usd_mm	YEAR	5.900	2012-12-31
NitroMed	BiDil	product_sales	usd_mm	YEAR	5.869	2012-12-31
Actavis	Dextromethorphan & Guaifenesin	product_sales	usd_mm	YEAR	5.802	2012-12-31
Novartis	Signifor	product_sales	usd_mm	YEAR	5.750	2012-12-31
Valeant Pharmaceuticals International	Tasmar	product_sales	usd_mm	YEAR	5.700	2012-12-31
Sagent Pharmaceuticals	Piperacillin & Tazobactam	product_sales	usd_mm	YEAR	5.700	2012-12-31
AbbVie	Biaxin	product_sales	usd_mm	YEAR	5.699	2012-12-31
Mylan	Levetiracetam	product_sales	usd_mm	YEAR	5.670	2012-12-31
Novartis	Ciloxan	product_sales	usd_mm	YEAR	5.600	2012-12-31
Sagent Pharmaceuticals	Vancomycin Hydrochloride	product_sales	usd_mm	YEAR	5.600	2012-12-31
Merck & Co	Zemuron	product_sales	usd_mm	YEAR	5.459	2012-12-31
Actavis	Tenuate	product_sales	usd_mm	YEAR	5.400	2012-12-31
Teva Pharmaceutical Industries	Lamotrigine	product_sales	usd_mm	YEAR	5.390	2012-12-31
Akorn	Vancomycin Hydrochloride	product_sales	usd_mm	YEAR	5.300	2012-12-31
GTx	Fareston	product_sales	usd_mm	YEAR	5.284	2012-12-31
Akorn	Ephedrine sulfate injection	product_sales	usd_mm	YEAR	5.200	2012-12-31
Nestlé	Helidac	product_sales	usd_mm	YEAR	5.122	2012-12-31
Apotex	Paroxetine	product_sales	usd_mm	YEAR	5.004	2012-12-31
Ranbaxy Laboratories	Ganciclovir	product_sales	usd_mm	YEAR	5.001	2012-12-31
Ranbaxy Laboratories	Westcort	product_sales	usd_mm	YEAR	5.001	2012-12-31
Forest Laboratories	Thyrolar	product_sales	usd_mm	YEAR	5.000	2012-12-31
Merck & Co	Proscar	product_sales	usd_mm	YEAR	5.000	2012-12-31
Merck & Co	Adalat	product_sales	usd_mm	YEAR	5.000	2012-12-31
Merck & Co	Nimotop	product_sales	usd_mm	YEAR	5.000	2012-12-31
Merck & Co	Remeron	product_sales	usd_mm	YEAR	5.000	2012-12-31
Mylan	Bromocriptine mesylate	product_sales	usd_mm	YEAR	5.000	2012-12-31
Mylan	Fluconazole	product_sales	usd_mm	YEAR	5.000	2012-12-31
Mylan	Citalopram	product_sales	usd_mm	YEAR	5.000	2012-12-31
Mylan	Anagrelide	product_sales	usd_mm	YEAR	5.000	2012-12-31
Teva Pharmaceutical Industries	Mirtazapine Tablets	product_sales	usd_mm	YEAR	5.000	2012-12-31
Teva Pharmaceutical Industries	Lithium carbonate	product_sales	usd_mm	YEAR	5.000	2012-12-31
Teva Pharmaceutical Industries	Mefloquine	product_sales	usd_mm	YEAR	5.000	2012-12-31
Teva Pharmaceutical Industries	Pyridostigmine	product_sales	usd_mm	YEAR	5.000	2012-12-31
Teva Pharmaceutical Industries	Aygestin	product_sales	usd_mm	YEAR	5.000	2012-12-31
Teva Pharmaceutical Industries	Dextroamphetamine Sulfate	product_sales	usd_mm	YEAR	5.000	2012-12-31
Actavis	Actigall	product_sales	usd_mm	YEAR	5.000	2012-12-31
Actavis	Alora	product_sales	usd_mm	YEAR	5.000	2012-12-31
Actavis	Norinyl	product_sales	usd_mm	YEAR	5.000	2012-12-31
Actavis	Nor-QD	product_sales	usd_mm	YEAR	5.000	2012-12-31
Actavis	Maxidone	product_sales	usd_mm	YEAR	5.000	2012-12-31
Actavis	Alendronate	product_sales	usd_mm	YEAR	5.000	2012-12-31
Pfizer	Cardura	product_sales	usd_mm	YEAR	5.000	2012-12-31
Pfizer	Daypro	product_sales	usd_mm	YEAR	5.000	2012-12-31
Pfizer	Inspra	product_sales	usd_mm	YEAR	5.000	2012-12-31
IMPAX Laboratories	Fludrocortisone acetate	product_sales	usd_mm	YEAR	5.000	2012-12-31
IMPAX Laboratories	Fexofenadine & Pseudoephedrine ER	product_sales	usd_mm	YEAR	5.000	2012-12-31
IMPAX Laboratories	Divalproex ER	product_sales	usd_mm	YEAR	5.000	2012-12-31
Par Pharmaceutical Companies	Mirtazapine	product_sales	usd_mm	YEAR	5.000	2012-12-31
Par Pharmaceutical Companies	Ribavirin	product_sales	usd_mm	YEAR	5.000	2012-12-31
Par Pharmaceutical Companies	Verapamil ER	product_sales	usd_mm	YEAR	5.000	2012-12-31
Par Pharmaceutical Companies	Propranolol ER	product_sales	usd_mm	YEAR	5.000	2012-12-31
Sagent Pharmaceuticals	Gemcitabine	product_sales	usd_mm	YEAR	5.000	2012-12-31
Pfizer	Synercid	product_sales	usd_mm	YEAR	5.000	2012-12-31
Par Pharmaceutical Companies	Lovastatin	product_sales	usd_mm	YEAR	4.963	2012-12-31
Shionogi	Cuvposa	product_sales	usd_mm	YEAR	4.905	2012-12-31
Dainippon Sumitomo Pharma	Zetonna	product_sales	usd_mm	YEAR	4.839	2012-12-31
GlaxoSmithKline	Bexxar	product_sales	usd_mm	YEAR	4.828	2012-12-31
Nestlé	Imuran	product_sales	usd_mm	YEAR	4.753	2012-12-31
GlaxoSmithKline	Zovirax	product_sales	usd_mm	YEAR	4.751	2012-12-31
Pernix Therapeutics	Pediatex TD	product_sales	usd_mm	YEAR	4.712	2012-12-31
Warner Chilcott	Estrostep	product_sales	usd_mm	YEAR	4.711	2012-12-31
Cangene	Anthrax Immune Globulin (AIG)	product_sales	usd_mm	YEAR	4.670	2012-12-31
Pfizer	Bosulif	product_sales	usd_mm	YEAR	4.667	2012-12-31
Actavis	Tenuate Dospan	product_sales	usd_mm	YEAR	4.647	2012-12-31
Teva Pharmaceutical Industries	Seasonale	product_sales	usd_mm	YEAR	4.500	2012-12-31
Sagent Pharmaceuticals	Ampicillin Injection	product_sales	usd_mm	YEAR	4.500	2012-12-31
Nestlé	Mercaptopurine	product_sales	usd_mm	YEAR	4.405	2012-12-31
Teva Pharmaceutical Industries	Paroxetine	product_sales	usd_mm	YEAR	4.400	2012-12-31
Valeant Pharmaceuticals International	Dermatix	product_sales	usd_mm	YEAR	4.400	2012-12-31
Teva Pharmaceutical Industries	Divalproex Sodium ER	product_sales	usd_mm	YEAR	4.359	2012-12-31
Lupin	Meloxicam	product_sales	usd_mm	YEAR	4.277	2012-12-31
Akorn	Gentak	product_sales	usd_mm	YEAR	4.200	2012-12-31
Takeda	Flora-Q	product_sales	usd_mm	YEAR	4.125	2012-12-31
Dr. Reddy's Laboratories	Pravastatin	product_sales	usd_mm	YEAR	4.106	2012-12-31
Sagent Pharmaceuticals	Midazolam Injection	product_sales	usd_mm	YEAR	4.100	2012-12-31
InterMune	Actimmune	product_sales	usd_mm	YEAR	4.056	2012-12-31
Merck & Co	Crixivan	product_sales	usd_mm	YEAR	4.043	2012-12-31
Perrigo Company	Nicotine polacrilex gum	product_sales	usd_mm	YEAR	4.023	2012-12-31
Ranbaxy Laboratories	Riomet	product_sales	usd_mm	YEAR	4.000	2012-12-31
Shire	Agrylin	product_sales	usd_mm	YEAR	4.000	2012-12-31
Teva Pharmaceutical Industries	Revia	product_sales	usd_mm	YEAR	4.000	2012-12-31
AstraZeneca	Plendil	product_sales	usd_mm	YEAR	4.000	2012-12-31
Allergan	Elimite	product_sales	usd_mm	YEAR	4.000	2012-12-31
Actavis	Monodox	product_sales	usd_mm	YEAR	4.000	2012-12-31
Actavis	Ogestrel	product_sales	usd_mm	YEAR	4.000	2012-12-31
Actavis	Nora-BE	product_sales	usd_mm	YEAR	4.000	2012-12-31
Pfizer	Diflucan	product_sales	usd_mm	YEAR	4.000	2012-12-31
Valeant Pharmaceuticals International	Zelapar	product_sales	usd_mm	YEAR	4.000	2012-12-31
Bausch + Lomb	Brimonidine	product_sales	usd_mm	YEAR	4.000	2012-12-31
Sagent Pharmaceuticals	Topotecan Hydrochloride	product_sales	usd_mm	YEAR	4.000	2012-12-31
Sagent Pharmaceuticals	Paclitaxel injection	product_sales	usd_mm	YEAR	4.000	2012-12-31
Sagent Pharmaceuticals	Oxacillin	product_sales	usd_mm	YEAR	4.000	2012-12-31
Sagent Pharmaceuticals	Adenosine	product_sales	usd_mm	YEAR	4.000	2012-12-31
Meda	Optivar	product_sales	usd_mm	YEAR	4.000	2012-12-31
Novogyne Pharmaceuticals	CombiPatch/Estalis	product_sales	usd_mm	YEAR	3.992	2012-12-31
Perrigo Company	Ketotifen Fumarate	product_sales	usd_mm	YEAR	3.900	2012-12-31
Sanofi	Ketek	product_sales	usd_mm	YEAR	3.887	2012-12-31
Sanofi	Amaryl	product_sales	usd_mm	YEAR	3.857	2012-12-31
Teva Pharmaceutical Industries	Nasarel/Nasalide	product_sales	usd_mm	YEAR	3.800	2012-12-31
Akorn	Hydromorphone Hydrochloride	product_sales	usd_mm	YEAR	3.800	2012-12-31
Valeant Pharmaceuticals International	Restylane	product_sales	usd_mm	YEAR	3.750	2012-12-31
Par Pharmaceutical Companies	Diltiazem CD	product_sales	usd_mm	YEAR	3.702	2012-12-31
Akorn	Ketotifen Fumarate Ophthalmic Solution	product_sales	usd_mm	YEAR	3.700	2012-12-31
NeurogesX	Qutenza	product_sales	usd_mm	YEAR	3.675	2012-12-31
Forest Laboratories	Tiazac	product_sales	usd_mm	YEAR	3.650	2012-12-31
Novartis	Aredia	product_sales	usd_mm	YEAR	3.602	2012-12-31
Acorda Therapeutics	Zanaflex	product_sales	usd_mm	YEAR	3.600	2012-12-31
Actavis	Morphine Sulphate	product_sales	usd_mm	YEAR	3.600	2012-12-31
Hospira	Topotecan	product_sales	usd_mm	YEAR	3.600	2012-12-31
Merck & Co	Desogen	product_sales	usd_mm	YEAR	3.528	2012-12-31
Actavis	Ibandronate Sodium	product_sales	usd_mm	YEAR	3.407	2012-12-31
Abbott Laboratories	Hytrin	product_sales	usd_mm	YEAR	3.339	2012-12-31
Par Pharmaceutical Companies	Ibuprofen	product_sales	usd_mm	YEAR	3.328	2012-12-31
